time,ax,ay,az,atotal
0.00922393798828125,-0.02,-0.15,0.15,0.21
0.012040138244628906,-0.19,-0.17,-0.07,0.26
0.02199697494506836,0.08,0.46,0.21,0.51
0.031977176666259766,0.1,-0.14,-0.69,0.71
0.04366707801818848,0.08,0.05,0.28,0.29
0.0716240406036377,0.15,0.16,0.44,0.49
0.07209110260009766,-0.12,-0.45,-0.4,0.61
0.07253789901733398,-0.09,0.38,0.47,0.61
0.0815730094909668,0.1,0.03,-0.4,0.41
0.09169697761535645,0.14,-0.14,-0.26,0.32
0.10153388977050781,0.13,0.32,0.58,0.67
0.11167716979980469,-0.07,-0.37,-0.32,0.49
0.12160015106201172,-0.09,0.1,0.28,0.31
0.13170719146728516,0.12,0.28,0.02,0.3
0.14387893676757812,0.1,-0.3,-0.61,0.68
0.17745685577392578,0.12,0.39,0.65,0.76
0.17792320251464844,0.04,-0.14,-0.12,0.18
0.1783580780029297,-0.12,-0.2,-0.09,0.25
0.1813201904296875,0.05,0.46,0.47,0.65
0.19163107872009277,0.12,-0.27,-0.65,0.71
0.20133686065673828,0.16,0.18,0.34,0.41
0.21149396896362305,0.1,0.1,0.22,0.26
0.2213890552520752,-0.11,-0.37,-0.3,0.48
0.23148298263549805,0.04,0.41,0.51,0.65
0.24364519119262695,0.12,-0.09,-0.49,0.51
0.27552318572998047,0.07,-0.15,-0.08,0.18
0.2759840488433838,0.17,0.38,0.6,0.73
0.2764248847961426,-0.01,-0.46,-0.58,0.74
0.2811260223388672,-0.11,0.22,0.37,0.44
0.29116392135620117,0.05,0.19,-0.02,0.19
0.3010249137878418,0.12,-0.3,-0.5,0.59
0.31129002571105957,0.18,0.42,0.6,0.75
0.3210620880126953,-0.08,-0.21,-0.32,0.39
0.3313009738922119,-0.16,-0.05,0.05,0.17
0.34344005584716797,0.12,0.38,0.3,0.49
0.3772869110107422,0.11,-0.37,-0.66,0.76
0.3777461051940918,0.09,0.24,0.54,0.59
0.3781909942626953,0.07,0.05,0.08,0.11
0.38086700439453125,-0.1,-0.33,-0.34,0.48
0.3910088539123535,-0.01,0.42,0.56,0.7
0.40097618103027344,0.09,-0.22,-0.44,0.5
0.4109480381011963,0.14,-0.01,0.15,0.2
0.4207649230957031,0.12,0.24,0.34,0.43
0.4309201240539551,-0.19,-0.34,-0.43,0.58
0.4430050849914551,-0.09,0.35,0.48,0.6
0.47726917266845703,0.13,0.05,-0.27,0.3
0.47772216796875,0.02,-0.24,-0.28,0.36
0.47815704345703125,0.08,0.45,0.67,0.81
0.48055005073547363,-0.03,-0.3,-0.52,0.6
0.49048399925231934,-0.05,0.08,0.13,0.16
0.5004339218139648,0.12,0.31,0.19,0.38
0.5105230808258057,0.09,-0.39,-0.57,0.69
0.520442008972168,0.14,0.34,0.57,0.67
0.5307521820068359,0.02,-0.09,-0.18,0.2
0.5428619384765625,-0.06,-0.19,-0.16,0.25
0.5505919456481934,0.17,0.45,0.42,0.63
0.579319953918457,0.12,-0.34,-0.64,0.73
0.5798130035400391,0.09,0.16,0.41,0.44
0.5802679061889648,0.13,0.18,0.2,0.29
0.5903530120849609,-0.05,-0.38,-0.49,0.62
0.6002740859985352,0.01,0.42,0.6,0.73
0.6104221343994141,0.08,-0.14,-0.34,0.37
0.6200361251831055,0.13,-0.11,-0.02,0.17
0.6303591728210449,0.19,0.33,0.45,0.58
0.642402172088623,-0.1,-0.37,-0.49,0.62
0.6502840518951416,-0.09,0.22,0.41,0.47
0.6788220405578613,0.13,0.12,-0.06,0.18
0.6793220043182373,0.07,-0.39,-0.43,0.58
0.679826021194458,0.09,0.39,0.76,0.85
0.6899890899658203,-0.03,-0.24,-0.36,0.43
0.6998639106750488,-0.12,-0.09,-0.09,0.17
0.7101140022277832,0.03,0.44,0.36,0.56
0.7198891639709473,0.05,-0.42,-0.62,0.75
0.729924201965332,0.09,0.28,0.56,0.63
0.7421970367431641,-0.02,0.02,-0.05,0.05
0.7499909400939941,-0.2,-0.23,-0.35,0.46
0.7780041694641113,0.01,0.51,0.48,0.7
0.7784650325775146,0.13,-0.22,-0.61,0.66
0.7796380519866943,0.06,0.02,0.15,0.16
0.7896649837493896,0.05,0.31,0.44,0.54
0.7996201515197754,-0.1,-0.36,-0.55,0.66
0.8098039627075195,0.0,0.38,0.38,0.53
0.8195629119873047,0.14,0.05,-0.25,0.29
0.8296639919281006,0.13,-0.26,-0.25,0.38
0.8419589996337891,0.14,0.39,0.71,0.82
0.849761962890625,-0.03,-0.34,-0.44,0.55
0.8792591094970703,-0.03,0.09,0.2,0.22
0.8797249794006348,0.17,0.29,0.17,0.37
0.8801732063293457,0.12,-0.43,-0.58,0.73
0.8893871307373047,0.15,0.32,0.7,0.78
0.899399995803833,0.09,-0.11,-0.08,0.16
0.909451961517334,-0.02,-0.3,-0.24,0.38
0.9192061424255371,0.08,0.45,0.56,0.72
0.9296090602874756,0.1,-0.33,-0.59,0.68
0.9414210319519043,0.14,0.08,0.26,0.3
0.9494249820709229,0.08,0.2,0.3,0.36
0.9798212051391602,-0.08,-0.4,-0.48,0.62
0.9802961349487305,0.04,0.39,0.53,0.65
0.9807350635528564,0.08,-0.02,-0.35,0.35
0.9890561103820801,0.01,-0.16,-0.26,0.3
0.9991600513458252,0.04,0.43,0.66,0.78
1.0091619491577148,-0.02,-0.3,-0.46,0.54
1.0194780826568604,-0.06,0.12,0.14,0.19
1.029177188873291,-0.02,0.34,0.15,0.37
1.041274070739746,-0.01,-0.31,-0.6,0.67
1.0491790771484375,0.08,0.37,0.59,0.7
1.0816378593444824,0.03,-0.13,-0.15,0.2
1.0821161270141602,-0.08,-0.17,-0.12,0.22
1.08256196975708,0.0,0.46,0.46,0.65
1.088696002960205,-0.02,-0.28,-0.68,0.73
1.098733901977539,0.08,0.12,0.32,0.35
1.108922004699707,0.12,0.14,0.34,0.38
1.1187419891357422,-0.05,-0.43,-0.44,0.61
1.1287388801574707,-0.05,0.37,0.54,0.65
1.1409850120544434,0.03,-0.04,-0.31,0.31
1.148928165435791,0.12,-0.18,-0.2,0.29
1.1815760135650635,0.16,0.37,0.62,0.73
1.1820578575134277,-0.06,-0.42,-0.45,0.61
1.1825180053710938,-0.05,0.16,0.37,0.4
1.188446044921875,0.1,0.18,-0.01,0.2
1.1984310150146484,0.09,-0.28,-0.52,0.59
1.2087280750274658,0.16,0.37,0.64,0.75
1.218545913696289,0.07,-0.19,-0.25,0.32
1.2286250591278076,-0.1,-0.12,-0.01,0.15
1.240509033203125,0.03,0.41,0.39,0.56
1.248655080795288,0.09,-0.22,-0.62,0.66
1.281041145324707,0.15,0.2,0.28,0.37
1.281501054763794,0.08,0.15,0.13,0.21
1.2819561958312988,-0.13,-0.38,-0.35,0.53
1.2881698608398438,0.06,0.47,0.57,0.74
1.298264980316162,0.06,-0.21,-0.58,0.61
1.30836820602417,0.02,-0.01,0.07,0.07
1.318213939666748,0.15,0.32,0.41,0.54
1.328387975692749,-0.01,-0.42,-0.59,0.72
1.3404021263122559,-0.07,0.24,0.45,0.51
1.3483328819274902,0.06,0.04,-0.09,0.11
1.3812808990478516,0.07,-0.27,-0.28,0.39
1.3817481994628906,0.14,0.33,0.52,0.63
1.3821930885314941,-0.07,-0.26,-0.34,0.43
1.3877620697021484,-0.11,-0.02,0.2,0.22
1.3979790210723877,0.13,0.29,0.15,0.35
1.4079070091247559,0.03,-0.35,-0.5,0.61
1.417841911315918,0.06,0.39,0.64,0.75
1.4279179573059082,0.03,-0.01,-0.24,0.24
1.4392199516296387,-0.1,-0.26,-0.24,0.36
1.4480371475219727,0.0,0.54,0.64,0.83
1.4824199676513672,0.04,-0.41,-0.58,0.71
1.4828879833221436,0.19,0.31,0.46,0.58
1.4833300113677979,0.03,0.16,-0.02,0.16
1.4878730773925781,-0.21,-0.33,-0.45,0.59
1.4978539943695068,0.12,0.5,0.67,0.84
1.507565975189209,0.14,-0.25,-0.45,0.53
1.5176239013671875,0.07,-0.15,0.11,0.19
1.5277099609375,0.16,0.45,0.47,0.67
1.539595127105713,-0.13,-0.43,-0.78,0.9
1.5479011535644531,-0.01,0.31,0.44,0.53
1.5828518867492676,0.2,0.03,-0.06,0.21
1.583329200744629,0.06,-0.42,-0.26,0.49
1.5837700366973877,0.14,0.38,0.6,0.72
1.588015079498291,-0.07,-0.3,-0.52,0.6
1.5975840091705322,-0.1,0.11,0.13,0.19
1.6074309349060059,0.17,0.24,0.01,0.29
1.6174280643463135,0.09,-0.46,-0.4,0.61
1.6274409294128418,0.11,0.35,0.76,0.84
1.6653220653533936,0.0,-0.14,-0.4,0.42
1.6657061576843262,-0.16,-0.07,-0.18,0.25
1.6660730838775635,0.12,0.44,0.35,0.57
1.6671340465545654,0.16,-0.33,-0.44,0.57
1.677018165588379,0.11,0.16,0.47,0.5
1.6873290538787842,-0.07,0.15,0.04,0.17
1.697340965270996,-0.25,-0.21,-0.34,0.47
1.707185983657837,0.13,0.55,0.46,0.72
1.7171568870544434,0.19,-0.29,-0.52,0.62
1.7271230220794678,0.03,-0.01,0.39,0.39
1.7657830715179443,0.02,0.33,0.39,0.51
1.7662019729614258,-0.16,-0.35,-0.63,0.73
1.766584873199463,-0.02,0.39,0.47,0.61
1.7669501304626465,0.16,-0.08,-0.18,0.25
1.7770650386810303,0.13,-0.24,-0.03,0.27
1.786884069442749,0.09,0.3,0.44,0.54
1.7969598770141602,-0.2,-0.27,-0.42,0.53
1.8068499565124512,-0.05,0.13,0.27,0.3
1.8168699741363525,0.21,0.15,-0.06,0.26
1.8269200325012207,0.02,-0.37,-0.38,0.53
1.8672308921813965,0.06,0.39,0.62,0.73
1.8676161766052246,-0.04,-0.17,-0.42,0.45
